id,type0,type1,type2,type3,type4,type5,type6,type7,finishRate,userNum,userNumInFact,scoreIgnoreUndo,scoreCountUndo,group0,group1,group2,group3,group4,uploadSum,uploadAvg,uploadAvgInFact,timeSpan
106.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9787234042553191,47.0,46.0,100.0,97.87234042553192,0.0,1.0,0.0,0.0,0.0,60.0,1.2765957446808511,1.3043478260869565,0.45869565217391306
107.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9787234042553191,47.0,46.0,100.0,97.87234042553192,0.0,1.0,0.0,0.0,0.0,59.0,1.2553191489361701,1.2826086956521738,249.37137681159422
108.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9787234042553191,47.0,46.0,96.19565217391305,94.14893617021276,0.0,1.0,0.0,0.0,0.0,89.0,1.8936170212765957,1.934782608695652,351.6413043478261
109.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9787234042553191,47.0,46.0,100.0,97.87234042553192,0.0,1.0,0.0,0.0,0.0,64.0,1.3617021276595744,1.391304347826087,6.681521739130435
110.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.86,50.0,43.0,100.0,86.0,0.0,0.0,0.0,0.0,1.0,63.0,1.26,1.4651162790697674,63.917829457364334
111.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.723404255319149,47.0,34.0,97.05882352941177,70.2127659574468,0.0,1.0,0.0,0.0,0.0,69.0,1.4680851063829787,2.0294117647058822,1793.7514705882352
112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.82,50.0,41.0,100.0,82.0,0.0,0.0,0.0,0.0,1.0,60.0,1.2,1.4634146341463414,144.18333333333334
113.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8297872340425532,47.0,39.0,91.0251282051282,75.53148936170211,0.0,1.0,0.0,0.0,0.0,179.0,3.8085106382978724,4.589743589743589,2835.549122807018
114.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.84,50.0,42.0,100.0,84.0,0.0,0.0,0.0,0.0,1.0,63.0,1.26,1.5,178.48809523809524
115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8936170212765957,47.0,42.0,91.2695238095238,81.55999999999999,0.0,1.0,0.0,0.0,0.0,96.0,2.0425531914893615,2.2857142857142856,1792.1496031746033
